name	occupation	gender	citizenship	noble title	place of birth	employer	member of	academic degree	religion	award
John L. Hennessy	university teacher	male	United States of America		Huntington		Royal Academy of Engineering of Spain			IEEE Emanuel R. Piore Award
John L. Hennessy	academic	male	United States of America		Huntington		Royal Academy of Engineering of Spain			IEEE Emanuel R. Piore Award
John L. Hennessy	university teacher	male	United States of America		Huntington		Association for Computing Machinery			Seymour Cray Computer Engineering Award
John L. Hennessy	academic	male	United States of America		Huntington		Association for Computing Machinery			Seymour Cray Computer Engineering Award
John L. Hennessy	university teacher	male	United States of America		Huntington		National Academy of Sciences			Seymour Cray Computer Engineering Award
John L. Hennessy	academic	male	United States of America		Huntington		National Academy of Sciences			Seymour Cray Computer Engineering Award
John L. Hennessy	university teacher	male	United States of America		Huntington		American Academy of Arts and Sciences			Seymour Cray Computer Engineering Award
John L. Hennessy	academic	male	United States of America		Huntington		American Academy of Arts and Sciences			Seymour Cray Computer Engineering Award
John L. Hennessy	university teacher	male	United States of America		Huntington		National Academy of Engineering			Seymour Cray Computer Engineering Award
John L. Hennessy	academic	male	United States of America		Huntington		National Academy of Engineering			Seymour Cray Computer Engineering Award
John L. Hennessy	university teacher	male	United States of America		Huntington		Royal Academy of Engineering of Spain			Seymour Cray Computer Engineering Award
John L. Hennessy	academic	male	United States of America		Huntington		Royal Academy of Engineering of Spain			Seymour Cray Computer Engineering Award
John L. Hennessy	university teacher	male	United States of America		Huntington		Association for Computing Machinery			ACM Fellow
John L. Hennessy	academic	male	United States of America		Huntington		Association for Computing Machinery			ACM Fellow
John L. Hennessy	university teacher	male	United States of America		Huntington		National Academy of Sciences			ACM Fellow
John L. Hennessy	academic	male	United States of America		Huntington		National Academy of Sciences			ACM Fellow
John L. Hennessy	university teacher	male	United States of America		Huntington		American Academy of Arts and Sciences			ACM Fellow
John L. Hennessy	academic	male	United States of America		Huntington		American Academy of Arts and Sciences			ACM Fellow
John L. Hennessy	university teacher	male	United States of America		Huntington		National Academy of Engineering			ACM Fellow
John L. Hennessy	academic	male	United States of America		Huntington		National Academy of Engineering			ACM Fellow
John L. Hennessy	university teacher	male	United States of America		Huntington		Royal Academy of Engineering of Spain			ACM Fellow
John L. Hennessy	academic	male	United States of America		Huntington		Royal Academy of Engineering of Spain			ACM Fellow
John L. Hennessy	university teacher	male	United States of America		Huntington		Association for Computing Machinery			Computer History Museum fellow
John L. Hennessy	academic	male	United States of America		Huntington		Association for Computing Machinery			Computer History Museum fellow
John L. Hennessy	university teacher	male	United States of America		Huntington		National Academy of Sciences			Computer History Museum fellow
John L. Hennessy	academic	male	United States of America		Huntington		National Academy of Sciences			Computer History Museum fellow
John L. Hennessy	university teacher	male	United States of America		Huntington		American Academy of Arts and Sciences			Computer History Museum fellow
John L. Hennessy	academic	male	United States of America		Huntington		American Academy of Arts and Sciences			Computer History Museum fellow
John L. Hennessy	university teacher	male	United States of America		Huntington		National Academy of Engineering			Computer History Museum fellow
John L. Hennessy	academic	male	United States of America		Huntington		National Academy of Engineering			Computer History Museum fellow
John L. Hennessy	university teacher	male	United States of America		Huntington		Royal Academy of Engineering of Spain			Computer History Museum fellow
John L. Hennessy	academic	male	United States of America		Huntington		Royal Academy of Engineering of Spain			Computer History Museum fellow
John L. Hennessy	university teacher	male	United States of America		Huntington		Association for Computing Machinery			honorary doctor of the University Polytechnic of Catalonia
John L. Hennessy	academic	male	United States of America		Huntington		Association for Computing Machinery			honorary doctor of the University Polytechnic of Catalonia
John L. Hennessy	university teacher	male	United States of America		Huntington		National Academy of Sciences			honorary doctor of the University Polytechnic of Catalonia
John L. Hennessy	academic	male	United States of America		Huntington		National Academy of Sciences			honorary doctor of the University Polytechnic of Catalonia
John L. Hennessy	university teacher	male	United States of America		Huntington		American Academy of Arts and Sciences			honorary doctor of the University Polytechnic of Catalonia
John L. Hennessy	academic	male	United States of America		Huntington		American Academy of Arts and Sciences			honorary doctor of the University Polytechnic of Catalonia
John L. Hennessy	university teacher	male	United States of America		Huntington		National Academy of Engineering			honorary doctor of the University Polytechnic of Catalonia
John L. Hennessy	academic	male	United States of America		Huntington		National Academy of Engineering			honorary doctor of the University Polytechnic of Catalonia
John L. Hennessy	university teacher	male	United States of America		Huntington		Royal Academy of Engineering of Spain			honorary doctor of the University Polytechnic of Catalonia
John L. Hennessy	academic	male	United States of America		Huntington		Royal Academy of Engineering of Spain			honorary doctor of the University Polytechnic of Catalonia
John L. Hennessy	university teacher	male	United States of America		Huntington		Association for Computing Machinery			Fellow of the American Academy of Arts and Sciences
John L. Hennessy	academic	male	United States of America		Huntington		Association for Computing Machinery			Fellow of the American Academy of Arts and Sciences
John L. Hennessy	university teacher	male	United States of America		Huntington		National Academy of Sciences			Fellow of the American Academy of Arts and Sciences
John L. Hennessy	academic	male	United States of America		Huntington		National Academy of Sciences			Fellow of the American Academy of Arts and Sciences
John L. Hennessy	university teacher	male	United States of America		Huntington		American Academy of Arts and Sciences			Fellow of the American Academy of Arts and Sciences
John L. Hennessy	academic	male	United States of America		Huntington		American Academy of Arts and Sciences			Fellow of the American Academy of Arts and Sciences
John L. Hennessy	university teacher	male	United States of America		Huntington		National Academy of Engineering			Fellow of the American Academy of Arts and Sciences
John L. Hennessy	academic	male	United States of America		Huntington		National Academy of Engineering			Fellow of the American Academy of Arts and Sciences
John L. Hennessy	university teacher	male	United States of America		Huntington		Royal Academy of Engineering of Spain			Fellow of the American Academy of Arts and Sciences
John L. Hennessy	academic	male	United States of America		Huntington		Royal Academy of Engineering of Spain			Fellow of the American Academy of Arts and Sciences
John L. Hennessy	university teacher	male	United States of America		Huntington		Association for Computing Machinery			honorary doctor of the Peking University
John L. Hennessy	academic	male	United States of America		Huntington		Association for Computing Machinery			honorary doctor of the Peking University
